offset,tag
979986944,BX{
979993096,BX91
979993128,BXA0
979993230,BX{
980014473,BXU
980014543,BX{
980019679,BXU
980019749,BX{
980031157,BX91
980031189,BXA0
980035469,BX*Hd
980035501,BX91
980035533,BXA0
980047813,BX91
980047845,BXA0
980053210,BX*Hd
980053242,BX91
980053274,BXA0
980067102,BX91
980067134,BXA0
980072974,BX91
980073006,BXA0
980093140,BXU
980098199,BXU
980098271,BX{
980109490,BX91
980109522,BXA0
980113388,BX91
980113420,BXA0
980124003,BX91
980124035,BXA0
980128346,BX91
980128378,BXA0
980139653,BX91
980139685,BXA0
980144304,BX91
980144336,BXA0
980180910,BX91
980180942,BXA0
980180974,BXI1
980186090,BX91
980186122,BXA0
980186154,BXI1
980200139,BX91
980200171,BXA0
980200203,BXI1
980206290,BX91
980206354,BXI1
980221286,BX91
980221318,BXA0
980228197,BX91
980228229,BXA0
980250171,BXA0
980257146,BXA0
980272499,BX91
980272531,BXA0
980272564,BXI1
980279525,BX91
980279557,BXA0
980279590,BXI1
980295358,BX91
980295390,BXA0
980302476,BX91
980302508,BXA0
980318101,BX91
980318133,BXA0
980325245,BX91
980325277,BXA0
980347536,BXU
980354516,BXU
980369325,BX91
980369357,BXA0
980375678,BX91
980375710,BXA0
980389563,BX91
980395659,BX91
980395691,BX{
980409319,BX91
980409351,BXA0
980415236,BX91
980415268,BXU
980454762,BX91
980454873,BX{
980460145,BX91
980473325,BXA0
980478859,BX91
980492057,BX91
980497049,BX91
980535482,BX91
980535522,BXA0
980535567,BXI1
980540462,BX91
980540499,BXA0
980540544,BXQ
980554134,BX91
980554169,BXA0
980554222,BXQ
980559394,BX91
980559430,BXA0
980559473,BXI1
980573813,BX91
980573852,BXA0
980579189,BX91
980579274,BXQ
980600892,BXU
980606257,BXU
980620180,BX91
980620273,BXI1
980620361,BX{
980625621,BX91
980625799,BX{
980639330,BX91
980639423,BXI1
980644974,BX91
980658965,BX91
980659056,BXI1
980664984,BX91
980665068,BXI1
980713218,BX91
980713254,BXA0
980720591,BX91
980720627,BXA0
980720667,BXQ
980747018,BX91
980747052,BXA0
980747091,BXQ
980764422,BX91
980764456,BXA0
980764496,BXQ
980799252,BX*Hd
980799286,BX91
980799325,BXA0
980799367,BXQ
980799440,BX{
980814551,BX91
980814588,BXA0
980814634,BXQ
980814713,BX{
980852050,BX91
980852094,BXA0
980852148,BX{
980866877,BX91
980866954,BX{
980894535,BX91
980894575,BXA0
980894708,BX{
980905426,BX91
980905469,BXA0
980905516,BXU
980905632,BX{
980927199,BX91
980927237,BXBa
980935338,BX*Hd
980935372,BX91
980935411,BXBa
980952676,BX91
980952717,BXBa
980952832,BX{
980958877,BX*Hd
980958909,BX91
980958949,BXBa
980980788,BX91
980980830,BXA0
980985905,BX91
980985947,BXA0
980998558,BX91
980998591,BXA0
980998636,BXI1
981003192,BX91
981003228,BXA0
981003275,BXI1
981015207,BX91
981015243,BXA0
981015288,BXI1
981020061,BX91
981020100,BXA0
981020148,BXI1
981031863,BX91
981031901,BXA0
981031945,BXI1
981036052,BX91
981036086,BXA0
981036128,BXI1
981055483,BXBa
981055524,BXU
981059939,BXBa
981059989,BXU
981071011,BX91
981071045,BXA0
981071091,BXI1
981075066,BXA0
981075115,BXQ
981086598,BX91
981086682,BXI1
981090786,BX91
981090825,BXA0
981090869,BXI1
981102987,BX91
981103023,BXA0
981107572,BX91
981107608,BXA0
981107658,BXI1
981147048,BX*Hd
981147079,BX91
981147116,BXA0
981147157,BXI1
981153270,BX*Hd
981153304,BX91
981153338,BXA0
981153378,BXQ
981168473,BX*Hd
981168539,BXA0
981168581,BXU
981168665,BX{
981174778,BX*Hd
981174810,BX91
981174843,BXA0
981174889,BXT
981188638,BX91
981188674,BXA0
981195058,BX91
981195091,BXA0
981214534,BX{
981220468,BX{
981234216,BX*Hd
981234244,BX91
981234280,BXA0
981234319,BXI1
981234379,BX{
981240353,BX91
981240387,BXA0
981240495,BX{
981254170,BX*Hd
981254202,BX91
981254236,BXA0
981254278,BXI1
981259500,BX91
981259536,BXA0
981259589,BXI1
981270907,BX91
981270942,BXA0
981270986,BXI1
981275079,BX91
981275114,BXA0
981275156,BXI1
981293261,BX91
981293302,BXA0
981297167,BX91
981297208,BXA0
981307520,BX*Hd
981307551,BX91
981307583,BXA0
981307619,BXI1
981311353,BX*Hd
981311385,BX91
981311419,BXA0
981311461,BXI1
981311511,BXT
981321721,BX91
981321754,BXA0
981321797,BXI1
981325493,BX91
981325525,BXA0
981325572,BXI1
981335829,BX91
981335861,BXA0
981335893,BXI1
981339524,BX91
981339560,BXA0
981339600,BXI1
981357326,BX91
981357364,BXA0
981357404,BX{
981361091,BX91
981361160,BX{
981398309,BX*Hd
981398341,BX91
981398372,BXA0
981398405,BXI1
981407189,BX*Hd
981407220,BX91
981407250,BXA0
981407286,BXI1
981410362,BX*Hd
981410393,BX91
981410423,BXA0
981410459,BXI1
981423073,BX*Hd
981423105,BX91
981423136,BXA0
981423175,BXI1
981440752,BX91
981440784,BXBa
981444289,BX91
981444321,BXBa
981454667,BX*Hd
981454699,BX91
981454732,BXA0
981454766,BXI1
981458541,BX*Hd
981458575,BX91
981458607,BXA0
981458643,BXI1
981469471,BX*Hd
981469503,BX91
981469537,BXA0
981469577,BXI1
981474035,BX*Hd
981474067,BX91
981474101,BXA0
981474141,BXI1
981485535,BX*Hd
981485567,BX91
981485600,BXA0
981490008,BX*Hd
981490040,BX91
981490075,BXA0
981508656,BX91
981508691,BX{
981512713,BX91
981512746,BX{
981524018,BX91
981528530,BX91
981541068,BX91
981601334,BX91
981619636,BX91
981624737,BX*Hd
981624769,BX91
981638787,BX91
981700423,BXU
981705165,BX91
981717085,BXQ
981721558,BXQ
981757601,BX91
981757632,BXA0
981762596,BX91
981762624,BXA0
981762666,BXQ
981776780,BX91
981776812,BXA0
981782704,BX91
981782738,BXA0
981797268,BX*Hd
981797336,BXA0
981802444,BXA0
981822881,BX{
981822935,BX{
981827250,BX{
981827302,BX{
981838540,BX91
981838577,BXA0
981838619,BXI1
981842420,BX91
981842503,BXI1
981853764,BX91
981853852,BXI1
981857654,BX91
981857738,BXI1
981868458,BX91
981872345,BX91
981872430,BXI1
981892088,BXU
981895752,BXU
981905642,BX*Hd
981905670,BX91
981905700,BXA0
981905736,BXI1
981909175,BX*Hd
981909204,BX91
981909238,BXA0
981919729,BX*Hd
981919760,BX91
981919797,BXA0
981919836,BXI1
981923460,BX*Hd
981923491,BX91
981923526,BXA0
981923566,BXI1
981933806,BXQ
981934317,BX*Hd
981934349,BX91
981934383,BXA0
981934423,BXI1
981938312,BX*Hd
981938344,BX91
981938381,BXA0
981938426,BXI1
981958731,BX{
981962885,BX{
981978363,BX91
981978399,BXA0
981978437,BXI1
981990631,BX91
981990669,BXA0
981990713,BXI1
981995174,BX91
981995209,BXA0
982013152,BXA0
982013189,BXI1
982052294,BX91
982052324,BXA0
982052361,BXI1
982057045,BX91
982057078,BXA0
982070710,BX91
982070741,BXA0
982070782,BXI1
982075771,BX91
982075802,BXA0
982075842,BXI1
982090424,BX91
982090454,BXA0
982090497,BXI1
982095421,BX91
982095453,BXA0
982095497,BXI1
982135814,BX91
982135846,BXA0
982135881,BXI1
982140904,BX91
982140936,BXA0
982140973,BXI1
982155350,BX*Hd
982155380,BX91
982155413,BXA0
982155455,BXI1
982155491,BX{
982160813,BX*Hd
982160843,BX91
982160876,BXA0
982160916,BXI1
982160954,BX{
982175767,BX*Hd
982175797,BX91
982175830,BXA0
982181416,BX*Hd
982181446,BX91
982181479,BXA0
982181522,BXI1
982204127,BX{
982204165,BX{
982209775,BX{
982209813,BX{
982224766,BX*Hd
982224796,BX91
982224828,BXA0
982230064,BX*Hd
982230095,BX91
982230127,BXA0
982245321,BX91
982245350,BXA0
982245383,BXI1
982250956,BX91
982250986,BXA0
982251052,BX{
982266015,BX91
982266046,BXA0
982271227,BX91
982271257,BXA0
982293475,BX{
982298788,BX{
982312926,BX*Hd
982312985,BXA0
982313017,BXI1
982318221,BX*Hd
982318253,BX91
982318282,BXA0
982332486,BX*Hd
982332552,BXA0
982332586,BXI1
982338009,BX*Hd
982338041,BX91
982338070,BXA0
982338103,BXI1
982352349,BX*Hd
982352381,BX91
982352413,BXU
982357785,BX*Hd
982357817,BX91
982357849,BXA0
982357884,BXQ
982400331,BX91
982421984,BXU
982422022,BXQ
982428823,BX91
982428855,BXT
982444677,BX91
982444708,BXI1
982444740,BXI1
982451426,BX91
982451456,BXI1
982473314,BX{
982478822,BX{
982491352,BX*Hd
982496363,BXI1
982496400,BXI1
982509586,BXI1
982509631,BXQ
982514619,BXI1
982527718,BXBa
982527753,BXI1
982527793,BXI1
982532861,BXBa
982532898,BXI1
982532942,BXI1
982574150,BX91
982574221,BXI1
982579597,BX91
982594304,BX91
982599880,BX91
982599954,BXI1
982614792,BX91
982614871,BXI1
982621045,BX91
982668548,BX91
982675226,BX91
982692549,BX91
982698937,BX91
982716271,BX91
982716396,BXQ
982723186,BX91
982723329,BXQ
982748561,BXBa
982748669,BX{
982755961,BXBa
982756068,BX{
982772948,BX91
982772985,BXA0
982779890,BX91
982779929,BXA0
982795181,BX91
982795220,BXA0
982801714,BX91
982801752,BXA0
982817087,BX91
982817126,BXA0
982822511,BXA0
982866073,BX91
982871493,BX*Hd
982886057,BX91
982886145,BXQ
982891879,BX91
982891963,BXU
982907718,BX*Hd
982907751,BX91
982914483,BX*Hd
982914515,BX91
982914608,BXU
982939519,BX{
982946310,BX{
982963597,BXA0
982970432,BX91
982970469,BXA0
982987845,BX91
982987926,BXI1
982995339,BX91
982995376,BXBa
983012321,BX91
983012359,BXA0
983019186,BX91
983019231,BXA0
983065474,BX91
983065509,BXA0
983065553,BXU
983072003,BX91
983072038,BXA0
983087308,BX91
983087342,BXA0
983093598,BX91
983093637,BXA0
983108872,BX91
983108913,BXA0
983114722,BX91
983114763,BXA0
983135919,BXU
983135962,BX{
983142201,BXU
983142243,BX{
983155935,BX91
983155974,BXBa
983156021,BXU
983161473,BX91
983161508,BXBa
983161557,BXU
983174938,BX91
983174977,BXA0
983179600,BX91
983179637,BXA0
983194591,BX91
983194678,BXA0
983200783,BX91
983223954,BX{
983229697,BX{
983244694,BX*Hd
983244726,BX91
983244798,BXI1
983250903,BXU
983266653,BX*Hd
983266688,BX91
983266771,BXI1
983272799,BX*Hd
983272837,BX91
983272908,BXU
983288935,BX*Hd
983288966,BXQ
983289008,BXQ
983289052,BXQ
983295772,BX*Hd
983295806,BX91
983295889,BXQ
983340003,BX91
983346144,BXQ
983361641,BX91
983361676,BXA0
983368056,BXBa
983383130,BXA0
983383226,BX{
983389493,BX{
983433301,BX91
983439445,BX*Hd
983439476,BX91
983454249,BX*Hd
983454281,BX91
983454357,BXI1
983460440,BXBa
983460488,BXI1
983474764,BX*Hd
983474796,BX91
983474828,BXA0
983474868,BXI1
983480200,BX*Hd
983480233,BX91
983480265,BXA0
983480304,BXI1
983520767,BX91
983520807,BXA0
983526448,BX91
983526487,BXA0
983540568,BX*Hd
983540597,BX91
983540637,BXA0
983546001,BX*Hd
983546032,BX91
983546068,BXA0
983559848,BX91
983559888,BXA0
983565324,BX91
983565365,BXA0
983586796,BX91
983586832,BXBa
983592111,BX91
983592145,BXBa
983604616,BX91
983604655,BXA0
983604703,BXI1
983609601,BX*Hd
983609633,BX91
983609673,BXA0
983609769,BXQ
983622459,BX91
983622497,BXA0
983622592,BXQ
983627693,BX91
983627735,BXA0
983627835,BXQ
983641251,BX91
983641288,BXA0
983641390,BXQ
983646527,BX91
983646561,BXA0
983646653,BXQ
983667711,BX91
983667804,BXU
983673507,BX91
983673604,BXU
983687913,BX91
983687950,BXA0
983688005,BXI1
983694151,BX91
983694237,BXI1
983708538,BX91
983708630,BXI1
983715044,BX91
983715134,BXI1
983729421,BX91
983729518,BXI1
983735657,BX91
983735750,BXI1
983757282,BX91
983762373,BX91
983774781,BX91
983774826,BXA0
983774873,BXI1
983779769,BX91
983779809,BXA0
983779854,BXI1
983792510,BX91
983792554,BXA0
983792602,BXI1
983798050,BX91
983798092,BXA0
983798139,BXI1
983811550,BX91
983811588,BXA0
983811628,BXI1
983816824,BX91
983816871,BXA0
983816910,BXI1
983837767,BXBa
983843177,BXBa
983857313,BX91
983857356,BXA0
983857394,BXI1
983863192,BX91
983863243,BXA0
983863282,BXI1
983878160,BX91
983878209,BXA0
983884314,BX91
983884354,BXA0
983899334,BX91
983905588,BX91
983947701,BX*Hd
983947736,BX91
983967239,BX*Hd
983967273,BX91
983972862,BX*Hd
983972899,BX91
983986641,BX*Hd
983986676,BX91
983992409,BX*Hd
983992445,BX91
984034214,BX91
984034249,BXA0
984040426,BX91
984040465,BXA0
984055283,BX91
984061290,BX91
984074680,BX91
984120755,BX91
984120793,BXA0
984120836,BXI1
984126622,BX91
984126661,BXA0
984126703,BXI1
984141182,BX91
984141218,BXA0
984141258,BXI1
984147439,BX91
984147475,BXA0
984147518,BXI1
984161463,BX91
984161501,BXA0
984167611,BX91
984167654,BXA0
984187996,BX91
984188045,BXA0
984193219,BX91
984193270,BXA0
984204945,BX*Hd
984204976,BX91
984205015,BXA0
984205068,BXI1
984209494,BX91
984209536,BXA0
984209581,BXI1
984219748,BX91
984219785,BXA0
984219819,BXI1
984224271,BX91
984224308,BXA0
984234631,BX91
984234673,BXA0
984238754,BX91
984238797,BXA0
984257393,BX{
984261564,BX{
984272008,BX*Hd
984272046,BX91
984272081,BXA0
984272114,BXI1
984276473,BX*Hd
984276510,BX91
984276577,BXA0
984287559,BX*Hd
984287591,BX91
984287622,BXA0
984292033,BX*Hd
984292065,BX91
984302962,BX*Hd
984302994,BX91
984303065,BXI1
984307127,BX*Hd
984307159,BX91
984307188,BXA0
984307226,BXI1
984326067,BXU
984330302,BXU
984340560,BX91
984340597,BXA0
984340640,BXI1
984344623,BX91
984344656,BXA0
984344694,BXI1
984355595,BX91
984355629,BXA0
984355664,BXI1
984360009,BX91
984360077,BXI1
984371868,BX91
984371903,BXA0
984371937,BXQ
984376482,BX91
984376515,BXA0
984376549,BXI1
984396684,BXU
984396762,BX{
984401554,BXU
984401633,BX{
984413881,BXA0
984413915,BXI1
984418939,BXA0
984418973,BXI1
984431224,BX91
984431256,BXA0
984431289,BXI1
984436261,BX91
984436293,BXA0
984436345,BXI1
984448978,BX91
984449010,BXA0
984449044,BXI1
984453991,BX91
984454023,BXA0
984454057,BXI1
984474454,BXU
984474528,BX{
984479418,BXU
984479491,BX{
984491957,BX91
984491989,BXA0
984492022,BXI1
984496716,BX*Hd
984496748,BX91
984496780,BXA0
984496813,BXI1
984508755,BX91
984508787,BXA0
984508820,BXI1
984513530,BX*Hd
984513562,BX91
984513594,BXA0
984513627,BXI1
984524917,BX91
984524949,BXA0
984525022,BXT
984529270,BX91
984529302,BXA0
984548420,BXU
984552768,BXU
984552841,BX{
984564606,BX91
984564638,BXA0
984564671,BXI1
984569198,BX91
984569230,BXA0
984569263,BXI1
984581771,BX91
984581803,BXA0
984581835,BXI1
984587021,BX91
984587084,BXI1
984599867,BX91
984599899,BXA0
984599979,BX{
984605020,BX91
984605052,BXA0
984605127,BX{
984639873,BX91
984639905,BXA0
984639938,BXI1
984643323,BX91
984643355,BXA0
984643388,BXI1
984653241,BX91
984653273,BXA0
984653306,BXI1
984653341,BX{
984656983,BX91
984657049,BXI1
984667059,BX91
984667091,BXA0
984667124,BXI1
984667155,BX{
984670856,BX91
984670888,BXA0
984670921,BXI1
984693325,BXA0
984703249,BX91
984703281,BXA0
984703311,BXI1
984706820,BX91
984706852,BXA0
984706882,BXI1
984717241,BX91
984717273,BXA0
984717302,BXI1
984720930,BX91
984720962,BXA0
984720992,BXI1
984731762,BX91
984731794,BXA0
984735384,BX91
984735416,BXA0
984754401,BXU
984758016,BXU
984768233,BX91
984768265,BXA0
984768297,BXU
984771718,BX91
984771750,BXA0
984781894,BX91
984785760,BX91
984785792,BX{
984795796,BX91
984795828,BXA0
984799485,BX91
984799517,BXU
984832205,BX91
984835808,BX91
984835871,BXQ
984850118,BX91
984860598,BX91
984860665,BXU
984860716,BX{
984864662,BX91
984864794,BX{
984898778,BX91
984898818,BXA0
984898864,BXU
984902830,BX91
984902867,BXA0
984914126,BX91
984914161,BXA0
984914215,BXT
984918376,BX91
984918412,BXA0
984929936,BX91
984929975,BXA0
984930022,BXI1
984934345,BX91
984934433,BXQ
984954261,BXU
984958778,BXU
984971716,BX91
984971810,BXQ
984976552,BX91
984990490,BX91
984996253,BX91
985011158,BX91
985011251,BXI1
985017141,BX91
985017226,BXI1
985056342,BX91
985056378,BXA0
985056420,BXI1
985060919,BX91
985060955,BXA0
985060990,BXI1
985073502,BX91
985073536,BXA0
985078154,BX91
985078188,BXA0
985090708,BX*Hd
985090742,BX91
985090781,BXA0
985095415,BX91
985095452,BXA0
985115937,BX91
985115981,BXA0
985120625,BX91
985120661,BXA0
985132960,BX91
985133000,BXA0
985137777,BX91
985137820,BXA0
985150056,BX91
985150094,BXA0
985154785,BX*Hd
985154819,BX91
985154858,BXA0
985154907,BXU
985166448,BX91
985166489,BXA0
985170598,BX*Hd
985170630,BX91
985170670,BXA0
985193198,BX91
985193240,BXA0
985203020,BX91
985203053,BXA0
985203097,BXI1
985206452,BX91
985206488,BXA0
985206535,BXI1
985219202,BX91
985219241,BXA0
985219289,BXI1
985231780,BX91
985231814,BXA0
985231855,BXI1
985256841,BXA0
985263060,BXA0
985289016,BX91
985289050,BXA0
985289096,BXI1
985301519,BXA0
985301568,BXI1
985325430,BX91
985325513,BXI1
985335654,BX91
985335693,BXA0
985335740,BXI1
985359807,BX91
985359843,BXA0
985359889,BXI1
985369828,BX91
985369864,BXA0
985369911,BXI1
985397364,BXU
985406825,BXI1
985426014,BX*Hd
985426045,BX91
985426172,BX{
985433642,BX*Hd
985433676,BX91
985433815,BX{
985449052,BX*Hd
985449160,BXU
985449228,BX{
985454892,BX*Hd
985454924,BX91
985455004,BXU
985455064,BX{
985467098,BX91
985467230,BX{
985471096,BX91
985471229,BX{
985489496,BX{
985493066,BX{
985502992,BX*Hd
985503020,BX91
985503056,BXA0
985503094,BXI1
985506737,BX91
985506771,BXA0
985506813,BXI1
985506858,BXQ
985516892,BX*Hd
985516924,BX91
985516958,BXA0
985516998,BXI1
985520668,BX91
985520704,BXA0
985520753,BXI1
985520804,BXQ
985530797,BX91
985530832,BXA0
985530874,BXI1
985534421,BX91
985534456,BXA0
985534496,BXI1
985552195,BX91
985552236,BXA0
985555887,BX91
985555928,BXA0
985565437,BX*Hd
985565468,BX91
985565500,BXA0
985568971,BX*Hd
985569003,BX91
985569037,BXA0
985578697,BX91
985578730,BXA0
985582189,BX91
985582221,BXA0
985591867,BX91
985591899,BXA0
985595203,BX91
985595239,BXA0
985612543,BX91
985612581,BXA0
985612624,BX{
985612667,BX{
985615803,BX91
985615873,BX{
985615913,BX{
985638421,BX*Hd
985638452,BX91
985638481,BXA0
985638514,BXQ
985638565,BX{
985650270,BX*Hd
985650300,BX91
985650329,BXBa
985653505,BX*Hd
985653536,BX91
985653566,BXBa
985663062,BX*Hd
985663094,BX91
985663125,BXA0
985666599,BX{
985683212,BX91
985683244,BXA0
985683285,BX{
985686872,BX91
985686904,BXA0
985686944,BX{
985697118,BX*Hd
985697150,BX91
985697183,BXA0
985697218,BXI1
985701009,BXU
985711750,BX*Hd
985711782,BX91
985711816,BXA0
985727637,BX*Hd
985727669,BX91
985727702,BXA0
985750685,BX91
985750721,BX{
985755715,BX91
985755749,BX{
985768935,BX91
985788458,BX91
985851646,BX91
985868544,BX91
985886176,BX91
985953883,BX91
986007304,BX91
986007335,BXA0
986007373,BXI1
986022643,BX91
986022676,BXA0
986038266,BXQ
986042553,BXA0
986062599,BX{
986067150,BX{
986067202,BX{
986079185,BX91
986079223,BXA0
986083616,BX91
986083654,BXA0
986083775,BX{
986095013,BX91
986095100,BXQ
986099382,BX91
986099465,BXQ
986110707,BX91
986110862,BX{
986115087,BX91
986134452,BXU
986138439,BXU
986149049,BX*Hd
986149077,BX91
986149107,BXA0
986149143,BXI1
986149186,BX{
986163468,BX*Hd
986163499,BX91
986163577,BXU
986177843,BX*Hd
986177876,BX91
986181949,BX*Hd
986181981,BX91
986201618,BX{
986205524,BX{
986216097,BX91
986216129,BXA0
986216167,BXU
986216209,BX{
986220232,BX91
986220266,BXA0
986220302,BXU
986220351,BX{
986231083,BX91
986231121,BXA0
986231164,BXU
986247095,BX91
986247126,BXA0
986251879,BXU
986251958,BX{
986286837,BX91
986286996,BX{
986302099,BX91
986302130,BXA0
986302171,BXT
986317071,BX91
986317102,BXA0
986321124,BX91
986321156,BXA0
986321257,BX{
986354021,BX91
986354053,BXBa
986368407,BX*Hd
986368437,BX91
986368470,BXBa
986372520,BXQ
986383171,BXBa
986383280,BX{
986387494,BX*Hd
986387524,BX91
986387558,BXBa
986405884,BX{
986409996,BX{
986420839,BX*Hd
986420869,BX91
986420900,BXA0
986425069,BX*Hd
986425100,BX91
986425132,BXA0
986435910,BX91
986435939,BXA0
986435972,BXU
986440125,BXI1
986451143,BX91
986451174,BXA0
986473623,BX{
986477688,BX{
986488093,BX*Hd
986488153,BXBa
986488249,BX{
986492043,BX*Hd
986492075,BX91
986492103,BXBa
986502538,BX*Hd
986502604,BXBa
986516677,BX*Hd
986516709,BX91
986516741,BXU
986552378,BX91
986566909,BXU
986581421,BX91
986581452,BXI1
986581483,BXT
986603785,BX{
986608545,BX{
986619658,BX*Hd
986619758,BXI1
986623993,BXI1
986635259,BXI1
986639821,BXI1
986651570,BXA0
986651604,BXI1
986655845,BXA0
986655881,BXI1
986690741,BX91
986690812,BXT
986695410,BX{
986724305,BX91
986724340,BXA0
986724386,BXU
986729062,BX91
986729135,BXT
986748544,BX{
986764761,BX91
986764803,BXA0
986764843,BXI1
986764900,BX{
986769358,BXQ
986780959,BX91
986786146,BXI1
986798822,BX91
986798966,BX{
986803169,BX91
986803325,BX{
986822885,BXBa
986823006,BX{
986827848,BXBa
986827966,BX{
986840365,BX91
986840403,BXA0
986840452,BXI1
986845074,BX91
986845113,BXA0
986845157,BXI1
986857307,BX91
986857347,BXA0
986857403,BXI1
986862134,BX91
986862172,BXA0
986862220,BXI1
986874115,BX91
986874155,BXA0
986874208,BXI1
986874268,BX{
986879324,BXA0
986879370,BXI1
986900231,BX{
986917272,BX91
986922500,BX*Hd
986935006,BX91
986935093,BXU
986952244,BX*Hd
986952277,BX91
986996461,BXA0
986996508,BXI1
987001771,BX91
987001808,BXA0
987015156,BX91
987015237,BXU
987020153,BX91
987020190,BXBa
987020235,BXT
987033713,BX91
987033751,BXA0
987033797,BXQ
987078909,BX91
987078943,BXA0
987078988,BXI1
987084517,BX91
987084552,BXA0
987098246,BX91
987098281,BXA0
987103751,BX91
987103792,BXA0
987117416,BX91
987117457,BXA0
987145459,BXU
987145502,BX{
987150988,BXU
987151030,BX{
987165769,BX91
987165808,BXA0
987165854,BXU
987186295,BX91
987186335,BXA0
987192334,BX91
987192370,BXA0
987206815,BX91
987206902,BXQ
987234392,BX{
987239747,BX{
987253407,BX*Hd
987253440,BX91
987253477,BXA0
987272354,BX*Hd
987272389,BX91
987272472,BXU
987290962,BX*Hd
987290993,BXQ
987291036,BXQ
987291150,BX{
987296815,BX*Hd
987296849,BX91
987297009,BX{
987338466,BX91
987343815,BXQ
987343964,BX{
987357537,BX91
987357573,BXA0
987363184,BXBa
987363225,BXI1
987377424,BXA0
987377534,BX{
987383613,BXI1
987423907,BX91
987429643,BX*Hd
987429674,BX91
987441280,BX*Hd
987441313,BX91
987441390,BXT
987445733,BXBa
987455695,BX*Hd
987455727,BX91
987455759,BXA0
987455797,BXT
987459855,BXT
987492021,BX91
987492106,BXI1
987496326,BX91
987496365,BXA0
987496402,BXI1
987496464,BX{
987506319,BX*Hd
987506348,BX91
987506388,BXA0
987506520,BX{
987510183,BX*Hd
987510214,BX91
987510251,BXA0
987510376,BX{
987520300,BX91
987520338,BXBa
987520379,BXU
987542207,BX91
987542244,BXBa
987542291,BX{
987546073,BX91
987546108,BXBa
987546154,BX{
987555752,BX91
987555792,BXA0
987559855,BX*Hd
987559887,BX91
987559927,BXA0
987559975,BXU
987570176,BX91
987570214,BXA0
987584708,BX91
987584745,BXA0
987588948,BXU
987607738,BX91
987607902,BX{
987612078,BX91
987612249,BX{
987622911,BX91
987622949,BXA0
987627083,BX91
987637453,BX91
987641679,BX91
987652067,BX91
987652161,BXU
987674408,BX91
987678281,BX91
987688183,BX91
987688229,BXA0
987688277,BXU
987691953,BX91
987691992,BXA0
987692041,BXT
987706420,BX91
987706463,BXA0
987716992,BX91
987717031,BXA0
987717075,BXI1
987721340,BXQ
987739712,BXBa
987743823,BXBa
987753764,BX91
987753808,BXBa
987753846,BXI1
987757507,BX91
987757558,BXBa
987767139,BX91
987767186,BXA0
987781007,BX91
987784897,BX91
987816689,BX*Hd
987816724,BX91
987830024,BX91
987833934,BX*Hd
987833971,BX91
987843423,BX*Hd
987843458,BX91
987847468,BX*Hd
987847504,BX91
987879264,BX91
987879300,BXA0
987883087,BX91
987883127,BXA0
987893138,BX91
987896935,BX91
987906469,BX91
987940623,BX91
987940661,BXA0
987955941,BX91
987955977,BXA0
987964976,BX91
987965014,BXA0
987965131,BX{
987985134,BX91
987985184,BXA0
987988637,BX91
987988697,BXA0
987998251,BX*Hd
987998282,BX91
987998326,BXA0
987998381,BXI1
988010799,BX91
988010837,BXA0
988010939,BX{
988014155,BX91
988014192,BXA0
988023081,BX91
988023124,BXA0
988023233,BX{
988043684,BX{
988047250,BX{
988056219,BX*Hd
988056257,BX91
988056293,BXA0
988068669,BXA0
988072017,BX*Hd
988072050,BX91
988081105,BX*Hd
988081138,BX91
988081223,BXU
988081281,BX{
988084519,BXA0
988084555,BXU
988101272,BXU
988105611,BXU
988116942,BX{
988121175,BX91
988121209,BXBa
988121319,BX{
988130730,BX91
988130765,BXA0
988130856,BX{
988135096,BX91
988135130,BXA0
988135214,BX{
988144626,BX{
988166017,BXU
988169532,BXU
988178660,BXA0
988181946,BX{
988191126,BXA0
988194690,BX91
988194723,BXA0
988194790,BX{
988204368,BX91
988204410,BXBa
988204441,BXU
988225762,BXU
988225832,BX{
988239151,BX91
988239184,BXBa
988239214,BXI1
988242601,BX*Hd
988242633,BX91
988242665,BXBa
988242695,BXI1
988252419,BX91
988252451,BXA0
988252482,BXU
988265646,BX91
988265679,BXA0
988265710,BXI1
988269145,BX91
988269178,BXA0
988287029,BXU
988290753,BXU
988290826,BX{
988299956,BX91
988299988,BXA0
988300020,BXI1
988311727,BX91
988311760,BXA0
988311790,BXI1
988315063,BX91
988315095,BXA0
988315126,BXI1
988323982,BX91
988324014,BXA0
988324045,BXI1
988358273,BX91
988358305,BXA0
988358336,BXI1
988371476,BX91
988371509,BXA0
988371540,BXI1
988375161,BX91
988375226,BXI1
988385042,BX91
988385075,BXA0
988385107,BXI1
988388938,BX91
988388970,BXA0
988389001,BXI1
988407546,BXA0
988422182,BX91
988422214,BXA0
988422245,BXI1
988437635,BXA0
988442024,BX91
988442057,BXA0
988442125,BX{
988453279,BX91
988453312,BXA0
988457544,BX91
988457577,BXA0
988457609,BXU
988476332,BXU
988480730,BXU
988491240,BX91
988491273,BXA0
988491304,BXQ
988505935,BX91
988505995,BXBa
988509885,BXQ
988520151,BX91
988520183,BXA0
988520215,BXU
988524181,BX{
988556260,BX91
988556325,BXQ
988560029,BXQ
988583646,BX91
988587266,BX91
988618744,BX91
988618784,BXA0
988632386,BX91
988632422,BXA0
988636326,BX91
988636362,BXA0
988646322,BX91
988646407,BXI1
988668327,BXU
988686095,BX91
988696948,BX91
988701279,BX91
988701359,BXI1
988713083,BX91
988713174,BXI1
